frame_id,fn_nano,nano_tp,nano_fp,nano_count,fn_medium,medium_tp,medium_fp,medium_count,x_count,mean_iou_nano,mean_iou_medium
8965,2,3,0,3,0,5,0,5,5,0.76609867811203,0.9656750559806824
8966,1,4,0,4,0,5,0,5,5,0.8737810850143433,0.9677053689956665
8967,3,1,0,1,0,4,0,4,4,0.9223583936691284,0.9418178796768188
8968,4,1,0,1,0,5,1,6,5,0.9212891459465027,0.9665924906730652
8969,2,2,0,2,0,4,0,4,4,0.9192308187484741,0.9632627964019775
8970,2,1,0,1,0,3,0,3,3,0.901068389415741,0.969599723815918
8971,1,2,0,2,0,3,0,3,3,0.8481076955795288,0.9616528153419495
8972,1,2,0,2,0,3,0,3,3,0.8255444765090942,0.9555838704109192
8973,1,2,0,2,0,3,0,3,3,0.7603000998497009,0.9468621611595154
8974,2,3,0,3,0,5,0,5,5,0.8285481333732605,0.9412162899971008
8975,1,4,0,4,0,5,0,5,5,0.8523009419441223,0.9611538052558899
8976,4,1,0,1,0,5,0,5,5,0.7642805576324463,0.9642066955566406
8977,3,4,0,4,0,7,0,7,7,0.9150415062904358,0.9831733703613281
8978,2,5,1,6,0,7,0,7,7,0.8908604383468628,0.9652033448219299
8979,3,4,0,4,0,7,0,7,7,0.873572826385498,0.9683817625045776
8980,2,6,1,7,0,8,0,8,8,0.9298255443572998,0.9692395329475403
8981,4,7,0,7,2,9,0,9,11,0.8422669768333435,0.9447833299636841
8982,4,5,1,6,0,9,0,9,9,0.9224282503128052,0.9635888338088989
8983,5,6,0,6,1,10,0,10,11,0.8290026783943176,0.9604161977767944
8984,4,6,0,6,1,9,0,9,10,0.8237304091453552,0.9449445009231567
8985,5,5,0,5,0,10,0,10,10,0.849105179309845,0.9618255496025085
8986,5,5,1,6,1,9,0,9,10,0.8129016160964966,0.949590265750885
8987,4,6,1,7,1,9,0,9,10,0.8766246438026428,0.9587464928627014
8988,6,3,0,3,0,9,0,9,9,0.912067711353302,0.956318199634552
8989,4,6,2,8,0,10,0,10,10,0.8265013694763184,0.9618858098983765
8990,4,7,1,8,0,11,0,11,11,0.8293555974960327,0.9239925742149353
8991,6,4,2,6,0,10,0,10,10,0.9301068186759949,0.9563966989517212
8992,5,6,2,8,0,11,1,12,11,0.8436925411224365,0.9426576495170593
8993,6,7,1,8,1,12,1,13,13,0.8510274887084961,0.9479012489318848
8994,6,9,0,9,0,15,1,16,15,0.89879310131073,0.9569081664085388
8995,8,7,1,8,0,15,1,16,15,0.8910189867019653,0.9548951387405396
8996,5,8,1,9,0,13,4,17,13,0.8462322950363159,0.9627192616462708
8997,7,6,1,7,1,12,2,14,13,0.8754675984382629,0.9559507966041565
8998,9,5,1,6,0,14,1,15,14,0.89893639087677,0.9551070332527161
8999,5,7,1,8,0,12,1,13,12,0.8499698042869568,0.9572298526763916
9000,5,8,1,9,1,12,1,13,13,0.8282297253608704,0.956919252872467
9001,5,7,1,8,0,12,0,12,12,0.881600022315979,0.963432252407074
9002,5,8,2,10,0,13,2,15,13,0.7940568923950195,0.9589592218399048
9003,6,8,1,9,1,13,1,14,14,0.8192183971405029,0.9486202001571655
9004,7,8,0,8,0,15,1,16,15,0.8217740058898926,0.9383400678634644
9005,3,8,4,12,0,11,1,12,11,0.8222659230232239,0.9630878567695618
9006,6,6,3,9,0,12,0,12,12,0.874358594417572,0.9466402530670166
9007,6,8,1,9,0,14,1,15,14,0.8074107766151428,0.9477689862251282
9008,6,8,2,10,1,13,1,14,14,0.9240825176239014,0.9503882527351379
9009,7,6,1,7,0,13,2,15,13,0.9072044491767883,0.9379761815071106
9010,7,6,1,7,2,11,4,15,13,0.8444585800170898,0.9537973999977112
9011,5,7,1,8,1,11,2,13,12,0.9297962188720703,0.9342389702796936
9012,3,9,1,10,1,11,2,13,12,0.9153519868850708,0.9703401327133179
9013,6,8,2,10,1,13,2,15,14,0.8721776008605957,0.9371898174285889
9014,4,8,3,11,0,12,3,15,12,0.8988231420516968,0.9596178531646729
9015,3,9,0,9,0,12,2,14,12,0.8199831247329712,0.9654845595359802
9016,5,8,3,11,1,12,3,15,13,0.8434635400772095,0.9470210671424866
9017,3,9,0,9,0,12,4,16,12,0.7945795059204102,0.938934862613678
9018,4,8,3,11,0,12,3,15,12,0.8226385116577148,0.9559698700904846
9019,5,7,2,9,0,12,2,14,12,0.8155821561813354,0.9573724269866943
9020,3,9,0,9,0,12,1,13,12,0.8053178787231445,0.956620454788208
9021,4,10,2,12,0,14,1,15,14,0.7747789621353149,0.9230263829231262
9022,9,6,3,9,1,14,1,15,15,0.8258621692657471,0.9472824335098267
9023,4,9,4,13,2,11,1,12,13,0.7595400810241699,0.9434661865234375
9024,6,7,0,7,1,12,0,12,13,0.7529378533363342,0.9471495151519775
9025,8,6,0,6,2,12,0,12,14,0.7626343369483948,0.9353721141815186
9026,7,5,0,5,3,9,0,9,12,0.7631736993789673,0.9474863409996033
9027,6,4,1,5,0,10,1,11,10,0.7980964183807373,0.9352213740348816
9028,8,4,1,5,1,11,2,13,12,0.7655087113380432,0.9285968542098999
9029,6,6,0,6,0,12,0,12,12,0.8194774985313416,0.9233548641204834
9030,8,3,3,6,2,9,1,10,11,0.8624390959739685,0.9232822060585022
9031,6,3,1,4,3,6,0,6,9,0.8092338442802429,0.8929052352905273
9032,8,3,3,6,1,10,0,10,11,0.8531622290611267,0.9233578443527222
9033,7,5,2,7,3,9,0,9,12,0.8345934152603149,0.9619569778442383
9034,4,4,0,4,2,6,1,7,8,0.8547255396842957,0.9584987163543701
9035,3,4,1,5,0,7,2,9,7,0.8622757196426392,0.9572994112968445
9036,4,6,0,6,0,10,0,10,10,0.8094905018806458,0.9276562929153442
9037,6,6,1,7,2,10,0,10,12,0.8474175930023193,0.9516395330429077
9038,5,7,0,7,0,12,0,12,12,0.8495734333992004,0.9518219828605652
9039,6,5,0,5,0,11,1,12,11,0.8768094182014465,0.9547395706176758
9040,6,6,1,7,1,11,0,11,12,0.8637073636054993,0.950793981552124
9041,7,6,0,6,2,11,0,11,13,0.8044266700744629,0.9539667367935181
9042,3,7,1,8,0,10,0,10,10,0.8091906309127808,0.9540904760360718
9043,7,5,1,6,0,12,0,12,12,0.8822202682495117,0.9373962879180908
9044,4,7,0,7,0,11,0,11,11,0.8366143107414246,0.9451841711997986
9045,6,6,0,6,0,12,0,12,12,0.837024986743927,0.9484333992004395
9046,6,7,0,7,0,13,1,14,13,0.812881350517273,0.9137756824493408
9047,8,3,0,3,0,11,2,13,11,0.7949946522712708,0.9334322214126587
9048,7,4,1,5,0,11,0,11,11,0.8270617723464966,0.9456035494804382
9049,8,5,0,5,1,12,0,12,13,0.8056161999702454,0.9494040012359619
9050,7,4,1,5,1,10,0,10,11,0.8080860376358032,0.9354958534240723
9051,5,4,1,5,1,8,2,10,9,0.7987902164459229,0.9265151023864746
9052,7,5,0,5,2,10,0,10,12,0.7793205380439758,0.945462703704834
9053,5,6,0,6,2,9,0,9,11,0.8372262120246887,0.9293902516365051
9054,6,3,2,5,0,9,4,13,9,0.8389756679534912,0.94846111536026
9055,5,6,1,7,1,10,2,12,11,0.8695716857910156,0.9427641034126282
9056,4,6,1,7,1,9,3,12,10,0.8153245449066162,0.9370494484901428
9057,5,7,1,8,0,12,1,13,12,0.8357642292976379,0.92506343126297
9058,6,6,2,8,1,11,0,11,12,0.8393272757530212,0.9283455014228821
9059,7,6,1,7,2,11,0,11,13,0.8213234543800354,0.8974587917327881
9060,6,5,1,6,1,10,0,10,11,0.8575534820556641,0.9259193539619446
9061,6,6,1,7,1,11,0,11,12,0.8796249032020569,0.9323301315307617
9062,4,7,1,8,0,11,1,12,11,0.8677517771720886,0.9405105710029602
9063,6,6,1,7,1,11,0,11,12,0.861934244632721,0.921505868434906
9064,6,7,1,8,1,12,0,12,13,0.8404515981674194,0.880177915096283
9065,6,6,1,7,1,11,1,12,12,0.8673623204231262,0.8799180388450623
9066,6,5,1,6,0,11,1,12,11,0.869865894317627,0.9409124851226807
9067,6,7,1,8,1,12,1,13,13,0.843912661075592,0.9262291789054871
9068,6,8,2,10,0,14,0,14,14,0.8545659780502319,0.9218732118606567
9069,7,7,0,7,1,13,0,13,14,0.883834183216095,0.9164353609085083
9070,7,5,1,6,1,11,1,12,12,0.9157590866088867,0.9581558108329773
9071,6,6,1,7,0,12,0,12,12,0.9177728295326233,0.9312925934791565
9072,7,6,0,6,1,12,1,13,13,0.909665048122406,0.9394314885139465
9073,5,8,0,8,0,13,1,14,13,0.8452401161193848,0.933708131313324
9074,9,6,3,9,1,14,1,15,15,0.9157207608222961,0.9210878014564514
9075,7,7,1,8,0,14,2,16,14,0.8721136450767517,0.9480851292610168
9076,7,9,1,10,0,16,3,19,16,0.8079583644866943,0.9354497194290161
9077,9,9,3,12,0,18,1,19,18,0.834861159324646,0.9353969097137451
9078,7,10,1,11,0,17,1,18,17,0.7818379998207092,0.9480451941490173
9079,9,8,1,9,1,16,0,16,17,0.8235256671905518,0.9447674751281738
9080,7,8,2,10,3,12,0,12,15,0.832417368888855,0.9180830121040344
9081,7,7,3,10,1,13,0,13,14,0.8822395205497742,0.9537273645401001
9082,6,9,1,10,3,12,2,14,15,0.8068355321884155,0.9635269045829773
9083,6,10,2,12,1,15,1,16,16,0.8076397776603699,0.948578953742981
9084,7,8,0,8,2,13,1,14,15,0.8268100023269653,0.9549729824066162
9085,2,10,0,10,0,12,1,13,12,0.8034127354621887,0.9556121826171875
9086,2,10,3,13,0,12,3,15,12,0.8290535807609558,0.9551689028739929
9087,6,7,0,7,0,13,1,14,13,0.8394172787666321,0.9516512751579285
9088,4,8,0,8,1,11,3,14,12,0.8213055729866028,0.9639877080917358
9089,6,6,3,9,0,12,1,13,12,0.8670406341552734,0.94334477186203
9090,3,8,2,10,1,10,7,17,11,0.8709819912910461,0.9691742062568665
9091,3,9,0,9,0,12,4,16,12,0.7878890037536621,0.9686413407325745
9092,3,7,4,11,0,10,4,14,10,0.8738040328025818,0.9720457792282104
9093,5,8,3,11,0,13,4,17,13,0.8591105937957764,0.9584961533546448
9094,6,8,0,8,0,14,0,14,14,0.8347369432449341,0.944553792476654
9095,3,9,0,9,1,11,2,13,12,0.8061399459838867,0.9431098699569702
9096,8,7,0,7,2,13,0,13,15,0.818687915802002,0.9342124462127686
9097,5,9,0,9,0,14,4,18,14,0.8296234607696533,0.9636172652244568
9098,6,8,0,8,0,14,4,18,14,0.8409382104873657,0.9658605456352234
9099,6,7,1,8,1,12,2,14,13,0.8308493494987488,0.960483729839325
9100,6,8,0,8,1,13,4,17,14,0.858729362487793,0.9631167650222778
9101,9,5,1,6,1,13,1,14,14,0.833195686340332,0.9453738331794739
9102,3,9,0,9,0,12,4,16,12,0.8578490614891052,0.9711630940437317
9103,8,6,1,7,2,12,3,15,14,0.8724329471588135,0.9572145342826843
9104,6,6,2,8,0,12,1,13,12,0.8572333455085754,0.9493113160133362
9105,4,7,0,7,0,11,3,14,11,0.8078864216804504,0.9247410297393799
9106,5,7,0,7,0,12,2,14,12,0.7609959244728088,0.9584286212921143
9107,5,7,2,9,0,12,3,15,12,0.8220452070236206,0.9517598748207092
9108,7,6,2,8,0,13,1,14,13,0.8523399233818054,0.9505515694618225
9109,6,6,0,6,0,12,2,14,12,0.8874759674072266,0.9601386189460754
9110,5,5,0,5,0,10,1,11,10,0.8609088063240051,0.9620763063430786
9111,5,5,0,5,0,10,2,12,10,0.8328654170036316,0.9343820810317993
9112,6,5,1,6,0,11,1,12,11,0.8955116271972656,0.9401824474334717
9113,4,5,0,5,0,9,2,11,9,0.8200132250785828,0.9592671990394592
9114,5,5,1,6,0,10,1,11,10,0.8798283338546753,0.9295130968093872
9115,5,5,1,6,0,10,2,12,10,0.8538995981216431,0.9401418566703796
9116,3,5,1,6,0,8,1,9,8,0.9032564163208008,0.9546987414360046
9117,4,4,1,5,0,8,1,9,8,0.8901499509811401,0.9543766975402832
9118,4,4,0,4,0,8,1,9,8,0.8921655416488647,0.952216386795044
9119,4,4,0,4,0,8,1,9,8,0.8873313069343567,0.953332245349884
9120,5,4,1,5,0,9,1,10,9,0.8912627696990967,0.9121569395065308
9121,3,6,1,7,0,9,1,10,9,0.8733232021331787,0.9540106654167175
9122,6,5,0,5,0,11,0,11,11,0.8172811269760132,0.930136501789093
9123,6,4,1,5,0,10,1,11,10,0.8593282699584961,0.9517050981521606
9124,5,5,1,6,0,10,2,12,10,0.8962090611457825,0.9445140957832336
9125,6,5,0,5,0,11,2,13,11,0.9097583889961243,0.9554468393325806
9126,6,5,3,8,1,10,0,10,11,0.9101270437240601,0.9291735887527466
9127,2,7,1,8,0,9,1,10,9,0.869581401348114,0.9621527791023254
9128,3,8,1,9,0,11,0,11,11,0.8421182632446289,0.9640445709228516
9129,4,7,0,7,0,11,1,12,11,0.8758191466331482,0.9361854791641235
9130,4,7,2,9,0,11,1,12,11,0.8856770396232605,0.9701929092407227
9131,4,6,2,8,0,10,1,11,10,0.8761395812034607,0.9683195948600769
9132,4,6,1,7,0,10,1,11,10,0.8982500433921814,0.966889500617981
9133,4,6,1,7,0,10,1,11,10,0.8874966502189636,0.9733891487121582
9134,4,6,1,7,0,10,2,12,10,0.9107716679573059,0.97364741563797
9135,5,6,1,7,0,11,1,12,11,0.869728147983551,0.9686071276664734
9136,4,7,1,8,0,11,2,13,11,0.8421217203140259,0.9647254347801208
9137,5,7,0,7,0,12,1,13,12,0.8355829119682312,0.956062376499176
9138,5,7,1,8,0,12,1,13,12,0.8819891810417175,0.9538649916648865
9139,6,7,1,8,0,13,0,13,13,0.8873883485794067,0.9352317452430725
9140,6,7,0,7,0,13,1,14,13,0.8902953863143921,0.9557100534439087
9141,7,7,1,8,0,14,1,15,14,0.8876746892929077,0.9427523612976074
9142,7,7,1,8,0,14,0,14,14,0.9100746512413025,0.9645891189575195
9143,8,7,1,8,1,14,0,14,15,0.8450430631637573,0.9624926447868347
9144,7,7,0,7,0,14,1,15,14,0.8461957573890686,0.9482631087303162
9145,4,9,1,10,0,13,2,15,13,0.8425412774085999,0.9525414705276489
9146,5,11,0,11,1,15,0,15,16,0.8213605880737305,0.9449262619018555
9147,5,10,2,12,1,14,1,15,15,0.8159554600715637,0.9485055804252625
9148,5,10,0,10,0,15,0,15,15,0.8529356718063354,0.9474522471427917
9149,5,9,1,10,0,14,0,14,14,0.8621048331260681,0.9560306668281555
9150,4,11,1,12,1,14,1,15,15,0.8920783996582031,0.9681891798973083
9151,4,9,0,9,1,12,1,13,13,0.8960586190223694,0.9720637798309326
9152,4,9,1,10,0,13,1,14,13,0.900214433670044,0.9677956104278564
9153,3,10,0,10,0,13,2,15,13,0.9056934118270874,0.9718227982521057
9154,4,10,0,10,0,14,0,14,14,0.896649181842804,0.9733760952949524
9155,6,10,2,12,2,14,1,15,16,0.8402000665664673,0.9562755823135376
9156,2,11,0,11,0,13,0,13,13,0.8344272375106812,0.9651159048080444
9157,4,9,0,9,0,13,0,13,13,0.8249001502990723,0.9627066254615784
9158,3,9,0,9,0,12,0,12,12,0.8426125049591064,0.9501428604125977
9159,5,8,0,8,0,13,0,13,13,0.9067014455795288,0.9264526963233948
9160,4,9,1,10,0,13,1,14,13,0.8592445850372314,0.9616363048553467
9161,5,8,2,10,0,13,0,13,13,0.8891713619232178,0.9657139182090759
9162,4,8,0,8,0,12,0,12,12,0.8610090017318726,0.9593794941902161
9163,2,10,0,10,1,11,0,11,12,0.8528167009353638,0.9634221792221069
9164,3,9,1,10,0,12,1,13,12,0.8893572688102722,0.9685247540473938
9165,6,8,2,10,0,14,0,14,14,0.8768116235733032,0.9502468109130859
9166,4,10,0,10,0,14,0,14,14,0.8431676626205444,0.9648618102073669
9167,2,9,0,9,0,11,1,12,11,0.8816922903060913,0.968457043170929
9168,3,9,1,10,1,11,1,12,12,0.8699231743812561,0.9671031832695007
9169,3,9,0,9,0,12,0,12,12,0.8291639089584351,0.9514195322990417
9170,4,10,0,10,0,14,0,14,14,0.8764392137527466,0.9386130571365356
9171,4,9,3,12,0,13,0,13,13,0.8401209115982056,0.9522463083267212
9172,3,10,2,12,0,13,2,15,13,0.828276515007019,0.9709389209747314
9173,3,11,0,11,0,14,1,15,14,0.8776311278343201,0.9749981164932251
9174,3,11,2,13,0,14,1,15,14,0.8899630904197693,0.9628047943115234
9175,5,9,1,10,0,14,2,16,14,0.8833310008049011,0.9682401418685913
9176,5,8,0,8,0,13,2,15,13,0.9087756872177124,0.9553912878036499
9177,4,10,1,11,0,14,0,14,14,0.8882672190666199,0.9676127433776855
9178,5,10,0,10,0,15,0,15,15,0.8893102407455444,0.9543135166168213
9179,5,10,1,11,1,14,1,15,15,0.8751130104064941,0.9549218416213989
9180,4,10,0,10,0,14,1,15,14,0.8727284669876099,0.9608621001243591
9181,5,9,0,9,0,14,1,15,14,0.8888691663742065,0.9548245072364807
9182,4,11,0,11,0,15,0,15,15,0.8760343790054321,0.9442797899246216
9183,3,12,1,13,0,15,0,15,15,0.8336858749389648,0.959764301776886
9184,5,9,2,11,0,14,0,14,14,0.8556076288223267,0.9597824215888977
9185,3,12,1,13,0,15,1,16,15,0.912867546081543,0.9705026745796204
9186,4,11,1,12,0,15,0,15,15,0.8892088532447815,0.9442529082298279
9187,4,12,0,12,1,15,0,15,16,0.8984963893890381,0.9729896783828735
9188,3,13,0,13,1,15,0,15,16,0.8857077956199646,0.9444080591201782
9189,4,10,0,10,1,13,1,14,14,0.9175628423690796,0.9677602052688599
9190,2,11,1,12,0,13,0,13,13,0.8476093411445618,0.9654918313026428
9191,3,10,0,10,0,13,1,14,13,0.8740859031677246,0.962909460067749
9192,4,8,1,9,0,12,1,13,12,0.868513822555542,0.9647443890571594
9193,4,8,1,9,0,12,1,13,12,0.8968088030815125,0.9693244099617004
9194,4,8,1,9,0,12,0,12,12,0.7925387024879456,0.960953950881958
9195,6,6,1,7,0,12,2,14,12,0.8212594389915466,0.9448459148406982
9196,5,7,0,7,0,12,2,14,12,0.8583354949951172,0.9430393576622009
9197,5,6,1,7,0,11,1,12,11,0.8264502882957458,0.933070719242096
9198,5,6,1,7,1,10,0,10,11,0.8600490689277649,0.9489291906356812
9199,7,4,1,5,0,11,0,11,11,0.7993651628494263,0.9460594058036804
9200,8,4,0,4,1,11,0,11,12,0.898476243019104,0.9512512683868408
9201,7,5,0,5,0,12,0,12,12,0.8180750012397766,0.9184988141059875
9202,8,4,0,4,2,10,0,10,12,0.7692329287528992,0.9522160291671753
9203,8,3,1,4,2,9,0,9,11,0.8479928374290466,0.9390358328819275
9204,7,3,0,3,0,10,1,11,10,0.7384331226348877,0.9242833256721497
9205,7,4,0,4,1,10,0,10,11,0.7738827466964722,0.8806189298629761
9206,6,3,1,4,2,7,1,8,9,0.8313369154930115,0.9477997422218323
9207,5,3,1,4,1,7,1,8,8,0.8225426077842712,0.8864840269088745
9208,3,5,1,6,1,7,1,8,8,0.7840411067008972,0.9558628797531128
9209,3,4,0,4,0,7,1,8,7,0.8688488006591797,0.9451146721839905
9210,5,4,0,4,0,9,0,9,9,0.8330780863761902,0.9419626593589783
9211,5,4,0,4,0,9,1,10,9,0.8597354888916016,0.9208857417106628
9212,5,4,0,4,1,8,0,8,9,0.8124799132347107,0.9247161149978638
9213,5,4,0,4,0,9,0,9,9,0.7738785147666931,0.9298341274261475
9214,7,3,1,4,0,10,1,11,10,0.8624404072761536,0.9188083410263062
9215,6,3,0,3,1,8,0,8,9,0.8122919201850891,0.9195898771286011
9216,5,3,0,3,1,7,1,8,8,0.8202743530273438,0.934657871723175
9217,6,1,0,1,0,7,0,7,7,0.9590721726417542,0.9168631434440613
9218,6,2,0,2,0,8,1,9,8,0.6498823761940002,0.9010940194129944
9219,7,1,0,1,0,8,1,9,8,0.7826441526412964,0.9069859981536865
9220,7,1,0,1,0,8,1,9,8,0.5672550201416016,0.90164715051651
9221,7,1,0,1,0,8,2,10,8,0.632704496383667,0.8868030309677124
9222,7,1,0,1,0,8,2,10,8,0.5702465772628784,0.8493161201477051
9223,8,1,2,3,0,9,2,11,9,0.9159703254699707,0.9081687927246094
9224,7,1,1,2,1,7,3,10,8,0.9953656196594238,0.8794182538986206
9225,9,1,0,1,1,9,1,10,10,0.9668992161750793,0.849963366985321
9226,7,1,0,1,0,8,2,10,8,0.9571365118026733,0.8618916273117065
9227,8,1,0,1,2,7,0,7,9,0.932814359664917,0.8079828023910522
9228,4,2,0,2,1,5,2,7,6,0.9329824447631836,0.8836225271224976
9229,5,3,1,4,0,8,0,8,8,0.9377118945121765,0.9306446313858032
9230,6,3,1,4,1,8,0,8,9,0.9449474215507507,0.9466503858566284
9231,4,4,2,6,0,8,0,8,8,0.956222653388977,0.9419304728507996
9232,5,4,0,4,0,9,0,9,9,0.9306733012199402,0.9330885410308838
9233,4,5,1,6,0,9,1,10,9,0.873002827167511,0.9563621878623962
9234,3,5,0,5,1,7,1,8,8,0.8688570261001587,0.944243311882019
9235,3,4,0,4,0,7,0,7,7,0.8731547594070435,0.9471771121025085
9236,2,5,0,5,0,7,1,8,7,0.8512488603591919,0.9519127011299133
9237,5,3,0,3,1,7,0,7,8,0.9041023254394531,0.9297770857810974
9238,6,2,1,3,1,7,0,7,8,0.9299629330635071,0.9079461097717285
9239,5,2,0,2,1,6,1,7,7,0.904977560043335,0.9439639449119568
9240,6,1,2,3,1,6,1,7,7,0.9731800556182861,0.9019702076911926
9241,6,2,3,5,0,8,0,8,8,0.7343509197235107,0.8842376470565796
9242,5,4,2,6,1,8,0,8,9,0.7589607834815979,0.9146561622619629
9243,5,2,1,3,0,7,1,8,7,0.8851528167724609,0.9496694803237915
9244,5,3,2,5,0,8,1,9,8,0.906599760055542,0.95598304271698
9245,5,5,3,8,0,10,0,10,10,0.9058734178543091,0.9476585388183594
9246,7,5,1,6,0,12,0,12,12,0.8966813087463379,0.9044563174247742
9247,7,5,2,7,2,10,1,11,12,0.8242145776748657,0.9334009289741516
9248,10,6,1,7,1,15,3,18,16,0.9196279048919678,0.9115898609161377
9249,9,8,2,10,1,16,1,17,17,0.8627382516860962,0.9469611048698425
9250,7,9,1,10,1,15,1,16,16,0.8517923951148987,0.9565144777297974
9251,7,8,1,9,0,15,2,17,15,0.8391271829605103,0.9473462700843811
9252,8,7,0,7,1,14,4,18,15,0.8233214616775513,0.9339759945869446
9253,6,8,0,8,0,14,4,18,14,0.8366329669952393,0.9321173429489136
9254,8,7,0,7,0,15,1,16,15,0.8240073323249817,0.942828357219696
9255,5,9,2,11,1,13,4,17,14,0.8706176280975342,0.9469492435455322
9256,5,11,1,12,1,15,2,17,16,0.8347232937812805,0.9623438715934753
9257,6,9,0,9,0,15,2,17,15,0.8623230457305908,0.9638098478317261
9258,9,7,1,8,2,14,2,16,16,0.838612973690033,0.9452202916145325
9259,7,8,2,10,0,15,2,17,15,0.8140461444854736,0.9565726518630981
9260,7,7,0,7,0,14,0,14,14,0.855908989906311,0.9426441192626953
9261,5,9,2,11,0,14,1,15,14,0.8441228270530701,0.9466471076011658
9262,8,9,2,11,1,16,1,17,17,0.8768966197967529,0.9558401107788086
9263,10,7,0,7,0,17,1,18,17,0.8516283631324768,0.9538598656654358
9264,8,8,1,9,1,15,1,16,16,0.8400659561157227,0.9413593411445618
9265,9,5,2,7,0,14,0,14,14,0.8312903642654419,0.9255985021591187
9266,9,6,2,8,0,15,1,16,15,0.8434438705444336,0.9431455135345459
9267,9,5,2,7,1,13,3,16,14,0.8652744293212891,0.9171667695045471
9268,8,5,1,6,0,13,2,15,13,0.8267337083816528,0.9290975332260132
9269,8,4,2,6,1,11,1,12,12,0.8642551898956299,0.9387149810791016
9270,6,6,1,7,0,12,2,14,12,0.8736194968223572,0.9366523623466492
9271,7,8,2,10,2,13,3,16,15,0.8276698589324951,0.9311505556106567
9272,6,7,2,9,0,13,3,16,13,0.8243245482444763,0.9448551535606384
9273,7,6,3,9,0,13,3,16,13,0.8372263312339783,0.9531009197235107
9274,7,8,2,10,0,15,1,16,15,0.8569096326828003,0.94321209192276
9275,9,5,1,6,1,13,1,14,14,0.8811209797859192,0.9363666772842407
9276,9,6,0,6,1,14,3,17,15,0.8332118988037109,0.9198786616325378
9277,7,7,2,9,0,14,2,16,14,0.8836109042167664,0.9353251457214355
9278,8,9,1,10,2,15,1,16,17,0.8322318196296692,0.9127796292304993
9279,6,6,2,8,1,11,4,15,12,0.8694276809692383,0.9502467513084412
9280,6,8,2,10,0,14,2,16,14,0.8601034879684448,0.9211376905441284
9281,6,8,0,8,1,13,3,16,14,0.8231167793273926,0.9090874195098877
9282,12,8,3,11,2,18,0,18,20,0.8047555685043335,0.9092509746551514
9283,7,9,1,10,1,15,4,19,16,0.8245626091957092,0.9348876476287842
9284,8,6,2,8,0,14,4,18,14,0.8664835095405579,0.9487775564193726
9285,11,6,0,6,1,16,1,17,17,0.8590041995048523,0.917770266532898
9286,9,7,3,10,1,15,2,17,16,0.8762868046760559,0.943235456943512
9287,8,6,2,8,1,13,2,15,14,0.8656246662139893,0.9065362215042114
9288,8,7,3,10,0,15,1,16,15,0.9126220345497131,0.9452175498008728
9289,7,7,2,9,0,14,3,17,14,0.856185257434845,0.9535485506057739
9290,8,7,2,9,1,14,1,15,15,0.8528069853782654,0.9505429863929749
9291,5,10,3,13,0,15,2,17,15,0.8223657608032227,0.9380395412445068
9292,9,7,2,9,2,14,3,17,16,0.7858986258506775,0.9493213295936584
9293,7,8,3,11,1,14,6,20,15,0.8524749279022217,0.9554561376571655
9294,8,6,3,9,1,13,1,14,14,0.8110306859016418,0.9318192005157471
9295,7,7,1,8,0,14,4,18,14,0.7596363425254822,0.9476056098937988
9296,5,9,2,11,0,14,3,17,14,0.786273717880249,0.9109777212142944
9297,5,9,1,10,1,13,4,17,14,0.7820785045623779,0.9345108866691589
9298,6,6,1,7,0,12,3,15,12,0.8096411824226379,0.9416639804840088
9299,9,7,2,9,1,15,1,16,16,0.8503625988960266,0.9117094278335571
9300,11,6,4,10,1,16,0,16,17,0.7893295884132385,0.9391162395477295
9301,10,6,2,8,1,15,1,16,16,0.8294863700866699,0.9438230991363525
9302,7,7,3,10,0,14,2,16,14,0.798955500125885,0.9465951919555664
9303,5,9,1,10,0,14,1,15,14,0.7565097808837891,0.8949100375175476
9304,9,4,2,6,0,13,2,15,13,0.7027151584625244,0.9303238987922668
9305,7,6,3,9,0,13,1,14,13,0.7886403203010559,0.9400049448013306
9306,8,6,3,9,2,12,1,13,14,0.7866567969322205,0.9388557076454163
9307,5,7,1,8,0,12,0,12,12,0.8216524720191956,0.953251838684082
9308,6,6,1,7,0,12,0,12,12,0.8488379120826721,0.944054365158081
9309,7,6,2,8,1,12,0,12,13,0.8524395823478699,0.9499331116676331
9310,5,6,0,6,0,11,0,11,11,0.8510467410087585,0.9453702569007874
9311,5,5,0,5,0,10,0,10,10,0.8435678482055664,0.9440761804580688
9312,4,5,1,6,0,9,0,9,9,0.8427610397338867,0.9581650495529175
9313,4,4,0,4,0,8,1,9,8,0.8789962530136108,0.9468091130256653
9314,1,5,0,5,0,6,0,6,6,0.8043329119682312,0.904939591884613
9315,2,1,0,1,0,3,0,3,3,0.9254118204116821,0.9619798064231873
9316,0,1,0,1,0,1,1,2,1,0.7393993735313416,0.9832717180252075
9317,0,1,0,1,0,1,0,1,1,0.9436067342758179,0.9886769652366638
9318,1,2,0,2,1,2,0,2,3,0.9529412388801575,0.933488130569458
9319,0,1,0,1,0,1,0,1,1,0.9597442746162415,0.9860296249389648
9320,0,2,0,2,0,2,0,2,2,0.9103013873100281,0.9820486903190613
9321,0,2,0,2,0,2,0,2,2,0.842790961265564,0.9515750408172607
9322,1,2,0,2,0,3,0,3,3,0.8790162801742554,0.9513600468635559
9323,3,2,0,2,0,5,0,5,5,0.9512292146682739,0.9060252904891968
